ticket_id,customer_id,customer_segment,complaint_type,severity,ticket_date,model_version,status,resolution_hours
TKT-00843,CUST-081,Enterprise CPaaS,integration,critical,2025-06-23,v3.1,closed,54.7
TKT-00844,CUST-054,Enterprise Contact Center,integration,medium,2025-12-07,v3.2,resolved,3.8
TKT-00845,CUST-001,Tier 1 Carrier,false_positive,medium,2025-10-04,v3.2,open,57.8
TKT-00846,CUST-067,Mid-Market Contact Center,missed_spam,low,2025-11-20,v3.2,open,62.2
TKT-00847,CUST-001,Tier 1 Carrier,false_positive,high,2025-12-26,v3.2,resolved,58.5
TKT-00848,CUST-071,Mid-Market Contact Center,integration,high,2025-02-17,v3.0,closed,74.7
TKT-00849,CUST-010,Regional Carrier,integration,high,2025-04-10,v3.0,resolved,28.8
TKT-00850,CUST-014,Regional Carrier,missed_spam,high,2025-12-21,v3.2,closed,89.2
TKT-00851,CUST-084,Enterprise CPaaS,billing,high,2025-08-07,v3.1,closed,90.6
TKT-00852,CUST-001,Tier 1 Carrier,false_positive,medium,2025-12-18,v3.2,resolved,30.8
TKT-00853,CUST-020,Regional Carrier,missed_spam,high,2025-01-07,v3.0,resolved,67.3
TKT-00854,CUST-006,Tier 1 Carrier,false_positive,high,2025-11-13,v3.2,closed,95.6
TKT-00855,CUST-092,Growth CPaaS,false_positive,critical,2025-02-18,v3.0,resolved,18.1
TKT-00856,CUST-025,Enterprise Bank,false_positive,medium,2025-06-12,v3.1,closed,115.8
TKT-00857,CUST-001,Tier 1 Carrier,latency,medium,2025-12-23,v3.2,resolved,58.8
TKT-00858,CUST-069,Mid-Market Contact Center,integration,medium,2025-05-25,v3.1,resolved,40.4
TKT-00859,CUST-067,Mid-Market Contact Center,integration,high,2025-09-10,v3.2,resolved,88.7
TKT-00860,CUST-037,Mid-Market Bank,billing,medium,2025-08-25,v3.1,resolved,58.2
TKT-00861,CUST-001,Tier 1 Carrier,false_positive,high,2025-12-03,v3.2,resolved,66.6
TKT-00862,CUST-007,Tier 1 Carrier,false_positive,medium,2025-09-27,v3.2,closed,71.3
TKT-00863,CUST-093,Growth CPaaS,integration,medium,2025-08-31,v3.1,open,30.0
TKT-00864,CUST-082,Enterprise CPaaS,availability,high,2025-08-07,v3.1,resolved,86.6
TKT-00865,CUST-001,Tier 1 Carrier,false_positive,critical,2025-09-16,v3.2,open,47.8
TKT-00866,CUST-037,Mid-Market Bank,latency,high,2025-04-20,v3.0,closed,8.6
TKT-00867,CUST-059,Mid-Market Contact Center,false_positive,critical,2025-10-02,v3.2,closed,5.2
TKT-00868,CUST-004,Tier 1 Carrier,false_positive,critical,2025-11-23,v3.2,resolved,61.5
TKT-00869,CUST-055,Enterprise Contact Center,integration,medium,2025-11-25,v3.2,resolved,66.3
TKT-00870,CUST-001,Tier 1 Carrier,missed_spam,high,2025-11-01,v3.2,closed,102.6
TKT-00871,CUST-028,Enterprise Bank,missed_spam,medium,2025-07-28,v3.1,resolved,51.6
TKT-00872,CUST-027,Enterprise Bank,false_positive,high,2025-06-19,v3.1,resolved,10.3
TKT-00873,CUST-015,Regional Carrier,billing,medium,2025-12-07,v3.2,resolved,64.5
TKT-00874,CUST-008,Tier 1 Carrier,latency,low,2025-12-19,v3.2,resolved,33.5
TKT-00875,CUST-004,Tier 1 Carrier,missed_spam,high,2025-12-11,v3.2,closed,15.6
TKT-00876,CUST-002,Tier 1 Carrier,latency,medium,2025-11-01,v3.2,resolved,18.5
TKT-00877,CUST-063,Mid-Market Contact Center,latency,high,2025-10-10,v3.2,resolved,11.5
TKT-00878,CUST-079,Enterprise CPaaS,billing,medium,2025-10-21,v3.2,resolved,93.7
TKT-00879,CUST-001,Tier 1 Carrier,false_positive,medium,2025-09-10,v3.2,open,15.6
TKT-00880,CUST-004,Tier 1 Carrier,missed_spam,medium,2025-09-27,v3.2,resolved,33.9
TKT-00881,CUST-094,Growth CPaaS,latency,high,2025-01-07,v3.0,closed,83.4
TKT-00882,CUST-059,Mid-Market Contact Center,integration,low,2025-01-04,v3.0,closed,53.0
TKT-00883,CUST-001,Tier 1 Carrier,availability,high,2025-05-31,v3.1,open,53.5
TKT-00884,CUST-078,Enterprise CPaaS,integration,medium,2025-07-03,v3.1,closed,46.4
TKT-00885,CUST-056,Enterprise Contact Center,availability,medium,2025-06-27,v3.1,resolved,119.2
TKT-00886,CUST-003,Tier 1 Carrier,integration,low,2025-06-01,v3.1,resolved,73.0
TKT-00887,CUST-007,Tier 1 Carrier,missed_spam,medium,2025-09-24,v3.2,closed,76.9
TKT-00888,CUST-027,Enterprise Bank,missed_spam,medium,2025-06-17,v3.1,closed,29.2
TKT-00889,CUST-022,Enterprise Bank,integration,low,2025-08-09,v3.1,resolved,117.7
TKT-00890,CUST-074,Mid-Market Contact Center,missed_spam,medium,2025-03-27,v3.0,open,100.0
TKT-00891,CUST-045,Mid-Market Bank,false_positive,medium,2025-09-22,v3.2,resolved,15.2
TKT-00892,CUST-035,Mid-Market Bank,integration,high,2025-01-13,v3.0,closed,104.8
TKT-00893,CUST-007,Tier 1 Carrier,false_positive,low,2025-11-29,v3.2,closed,43.7
TKT-00894,CUST-002,Tier 1 Carrier,false_positive,high,2025-11-16,v3.2,resolved,33.9
TKT-00895,CUST-069,Mid-Market Contact Center,false_positive,medium,2025-04-18,v3.0,resolved,97.1
TKT-00896,CUST-073,Mid-Market Contact Center,availability,critical,2025-02-03,v3.0,resolved,87.6
TKT-00897,CUST-001,Tier 1 Carrier,false_positive,high,2025-11-18,v3.2,resolved,98.7
TKT-00898,CUST-060,Mid-Market Contact Center,billing,medium,2025-03-01,v3.0,closed,81.7
TKT-00899,CUST-031,Enterprise Bank,latency,critical,2025-05-15,v3.1,resolved,101.7
TKT-00900,CUST-039,Mid-Market Bank,missed_spam,medium,2025-06-22,v3.1,resolved,110.2
TKT-00901,CUST-075,Mid-Market Contact Center,false_positive,low,2025-04-09,v3.0,resolved,20.4
TKT-00902,CUST-099,Growth CPaaS,missed_spam,critical,2025-07-17,v3.1,closed,22.0
TKT-00903,CUST-021,Enterprise Bank,latency,medium,2025-12-12,v3.2,closed,9.2
TKT-00904,CUST-020,Regional Carrier,false_positive,high,2025-08-09,v3.1,closed,58.7
TKT-00905,CUST-003,Tier 1 Carrier,missed_spam,medium,2025-11-13,v3.2,resolved,67.1
TKT-00906,CUST-008,Tier 1 Carrier,latency,low,2025-11-01,v3.2,resolved,55.8
TKT-00907,CUST-059,Mid-Market Contact Center,latency,medium,2025-08-13,v3.1,closed,35.5
TKT-00908,CUST-022,Enterprise Bank,integration,medium,2025-07-11,v3.1,closed,79.0
TKT-00909,CUST-001,Tier 1 Carrier,false_positive,high,2025-10-25,v3.2,resolved,62.4
TKT-00910,CUST-024,Enterprise Bank,latency,medium,2025-08-18,v3.1,closed,25.4
TKT-00911,CUST-005,Tier 1 Carrier,false_positive,high,2025-09-25,v3.2,resolved,62.2
TKT-00912,CUST-070,Mid-Market Contact Center,availability,medium,2025-07-06,v3.1,resolved,64.1
TKT-00913,CUST-006,Tier 1 Carrier,integration,high,2025-03-08,v3.0,resolved,90.5
TKT-00914,CUST-014,Regional Carrier,availability,high,2025-02-27,v3.0,resolved,56.5
TKT-00915,CUST-001,Tier 1 Carrier,false_positive,high,2025-10-01,v3.2,open,6.9
TKT-00916,CUST-036,Mid-Market Bank,availability,medium,2025-04-07,v3.0,closed,75.4
TKT-00917,CUST-001,Tier 1 Carrier,false_positive,high,2025-09-04,v3.2,closed,76.6
TKT-00918,CUST-084,Enterprise CPaaS,missed_spam,medium,2025-03-24,v3.0,resolved,44.7
TKT-00919,CUST-092,Growth CPaaS,integration,medium,2025-12-08,v3.2,closed,45.7
TKT-00920,CUST-027,Enterprise Bank,latency,medium,2025-04-29,v3.0,closed,92.8
TKT-00921,CUST-001,Tier 1 Carrier,false_positive,medium,2025-11-12,v3.2,resolved,112.6
TKT-00922,CUST-044,Mid-Market Bank,billing,high,2025-09-26,v3.2,resolved,32.0
TKT-00923,CUST-001,Tier 1 Carrier,false_positive,medium,2025-09-23,v3.2,closed,107.3
TKT-00924,CUST-074,Mid-Market Contact Center,missed_spam,medium,2025-09-10,v3.2,resolved,13.0
TKT-00925,CUST-001,Tier 1 Carrier,integration,medium,2025-11-13,v3.2,closed,18.4
TKT-00926,CUST-089,Growth CPaaS,false_positive,medium,2025-04-12,v3.0,closed,32.3
TKT-00927,CUST-045,Mid-Market Bank,availability,high,2025-03-14,v3.0,resolved,101.1
TKT-00928,CUST-086,Enterprise CPaaS,integration,low,2025-08-26,v3.1,resolved,110.9
TKT-00929,CUST-024,Enterprise Bank,latency,medium,2025-03-21,v3.0,closed,9.0
TKT-00930,CUST-076,Enterprise CPaaS,integration,high,2025-08-05,v3.1,resolved,67.4
TKT-00931,CUST-058,Enterprise Contact Center,missed_spam,high,2025-06-05,v3.1,resolved,116.2
TKT-00932,CUST-015,Regional Carrier,billing,medium,2025-10-10,v3.2,resolved,7.6
TKT-00933,CUST-007,Tier 1 Carrier,false_positive,high,2025-09-12,v3.2,closed,119.8
TKT-00934,CUST-057,Enterprise Contact Center,missed_spam,high,2025-11-09,v3.2,resolved,102.7
TKT-00935,CUST-003,Tier 1 Carrier,false_positive,medium,2025-09-23,v3.2,closed,21.6
TKT-00936,CUST-081,Enterprise CPaaS,false_positive,high,2025-05-10,v3.1,open,106.3
TKT-00937,CUST-001,Tier 1 Carrier,false_positive,medium,2025-09-08,v3.2,resolved,98.0
TKT-00938,CUST-057,Enterprise Contact Center,missed_spam,medium,2025-01-14,v3.0,closed,101.7
TKT-00939,CUST-005,Tier 1 Carrier,missed_spam,medium,2025-12-02,v3.2,resolved,11.7
TKT-00940,CUST-095,Growth CPaaS,missed_spam,high,2025-10-23,v3.2,resolved,2.5
TKT-00941,CUST-054,Enterprise Contact Center,false_positive,high,2025-12-17,v3.2,closed,118.1
TKT-00942,CUST-053,Enterprise Contact Center,false_positive,high,2025-02-27,v3.0,open,17.5
TKT-00943,CUST-098,Growth CPaaS,missed_spam,critical,2025-01-22,v3.0,resolved,77.8
TKT-00944,CUST-051,Enterprise Contact Center,integration,medium,2025-05-28,v3.1,resolved,48.6
TKT-00945,CUST-001,Tier 1 Carrier,false_positive,high,2025-09-18,v3.2,closed,33.8
TKT-00946,CUST-063,Mid-Market Contact Center,integration,medium,2025-04-04,v3.0,resolved,75.1
TKT-00947,CUST-008,Tier 1 Carrier,false_positive,medium,2025-11-24,v3.2,resolved,108.9
TKT-00948,CUST-008,Tier 1 Carrier,false_positive,high,2025-01-10,v3.0,resolved,111.3
TKT-00949,CUST-087,Enterprise CPaaS,missed_spam,critical,2025-04-22,v3.0,resolved,97.0
TKT-00950,CUST-062,Mid-Market Contact Center,latency,high,2025-10-06,v3.2,resolved,49.9
TKT-00951,CUST-087,Enterprise CPaaS,latency,high,2025-07-05,v3.1,closed,49.1
TKT-00952,CUST-089,Growth CPaaS,billing,medium,2025-03-14,v3.0,closed,46.0
TKT-00953,CUST-015,Regional Carrier,false_positive,medium,2025-02-26,v3.0,closed,3.6
TKT-00954,CUST-015,Regional Carrier,latency,low,2025-05-03,v3.1,resolved,99.0
TKT-00955,CUST-001,Tier 1 Carrier,missed_spam,medium,2025-12-11,v3.2,open,37.2
TKT-00956,CUST-069,Mid-Market Contact Center,latency,medium,2025-11-26,v3.2,closed,67.9
TKT-00957,CUST-013,Regional Carrier,latency,medium,2025-12-04,v3.2,closed,49.3
TKT-00958,CUST-018,Regional Carrier,billing,medium,2025-09-06,v3.2,open,47.2
TKT-00959,CUST-024,Enterprise Bank,availability,critical,2025-06-09,v3.1,resolved,28.1
TKT-00960,CUST-031,Enterprise Bank,false_positive,medium,2025-09-01,v3.2,closed,111.2
TKT-00961,CUST-001,Tier 1 Carrier,false_positive,high,2025-11-24,v3.2,closed,56.2
TKT-00962,CUST-052,Enterprise Contact Center,missed_spam,medium,2025-03-11,v3.0,resolved,41.0
TKT-00963,CUST-007,Tier 1 Carrier,false_positive,high,2025-10-31,v3.2,resolved,58.2
TKT-00964,CUST-021,Enterprise Bank,false_positive,critical,2025-06-30,v3.1,closed,67.5
TKT-00965,CUST-006,Tier 1 Carrier,integration,medium,2025-05-11,v3.1,resolved,76.5
TKT-00966,CUST-008,Tier 1 Carrier,false_positive,medium,2025-10-21,v3.2,resolved,23.9
TKT-00967,CUST-003,Tier 1 Carrier,false_positive,medium,2025-12-01,v3.2,resolved,61.2
TKT-00968,CUST-003,Tier 1 Carrier,false_positive,high,2025-12-14,v3.2,open,22.3
TKT-00969,CUST-003,Tier 1 Carrier,latency,high,2025-12-25,v3.2,resolved,19.3
TKT-00970,CUST-044,Mid-Market Bank,false_positive,high,2025-04-14,v3.0,open,108.1
TKT-00971,CUST-083,Enterprise CPaaS,missed_spam,high,2025-11-09,v3.2,closed,88.7
TKT-00972,CUST-091,Growth CPaaS,integration,high,2025-06-14,v3.1,resolved,91.9
TKT-00973,CUST-075,Mid-Market Contact Center,integration,medium,2025-01-02,v3.0,resolved,69.1
TKT-00974,CUST-008,Tier 1 Carrier,false_positive,high,2025-09-24,v3.2,resolved,12.2
TKT-00975,CUST-097,Growth CPaaS,availability,critical,2025-01-31,v3.0,resolved,111.0
TKT-00976,CUST-022,Enterprise Bank,availability,medium,2025-04-22,v3.0,closed,77.9
TKT-00977,CUST-015,Regional Carrier,missed_spam,high,2025-07-25,v3.1,open,114.3
TKT-00978,CUST-001,Tier 1 Carrier,false_positive,medium,2025-10-14,v3.2,closed,110.7
TKT-00979,CUST-081,Enterprise CPaaS,integration,medium,2025-05-06,v3.1,resolved,60.4
TKT-00980,CUST-001,Tier 1 Carrier,false_positive,high,2025-12-19,v3.2,closed,33.4
TKT-00981,CUST-015,Regional Carrier,integration,high,2025-03-19,v3.0,resolved,25.8
TKT-00982,CUST-061,Mid-Market Contact Center,integration,low,2025-06-06,v3.1,resolved,58.5
TKT-00983,CUST-078,Enterprise CPaaS,integration,high,2025-03-13,v3.0,resolved,49.8
TKT-00984,CUST-090,Growth CPaaS,integration,medium,2025-12-29,v3.2,resolved,113.0
TKT-00985,CUST-060,Mid-Market Contact Center,integration,medium,2025-08-09,v3.1,resolved,27.7
TKT-00986,CUST-001,Tier 1 Carrier,false_positive,high,2025-09-18,v3.2,closed,31.8
TKT-00987,CUST-053,Enterprise Contact Center,availability,high,2025-09-23,v3.2,closed,41.3
TKT-00988,CUST-060,Mid-Market Contact Center,false_positive,low,2025-09-21,v3.2,closed,86.0
TKT-00989,CUST-001,Tier 1 Carrier,false_positive,medium,2025-09-13,v3.2,resolved,107.3
TKT-00990,CUST-021,Enterprise Bank,false_positive,high,2025-11-24,v3.2,resolved,57.7
TKT-00991,CUST-077,Enterprise CPaaS,false_positive,critical,2025-12-22,v3.2,resolved,3.0
TKT-00992,CUST-008,Tier 1 Carrier,availability,critical,2025-02-05,v3.0,open,18.2
TKT-00993,CUST-047,Enterprise Contact Center,missed_spam,high,2025-12-25,v3.2,resolved,118.2
TKT-00994,CUST-023,Enterprise Bank,integration,medium,2025-01-15,v3.0,resolved,71.3
TKT-00995,CUST-006,Tier 1 Carrier,availability,high,2025-04-30,v3.0,resolved,80.4
TKT-00996,CUST-001,Tier 1 Carrier,false_positive,critical,2025-12-18,v3.2,resolved,41.0
TKT-00997,CUST-100,Growth CPaaS,integration,low,2025-04-21,v3.0,closed,115.4
TKT-00998,CUST-011,Regional Carrier,missed_spam,medium,2025-06-19,v3.1,resolved,28.2
TKT-00999,CUST-100,Growth CPaaS,latency,critical,2025-05-14,v3.1,resolved,68.5
TKT-01000,CUST-005,Tier 1 Carrier,false_positive,medium,2025-09-20,v3.2,closed,2.7
