call_id,customer_id,call_date,carrier,country,call_category,predicted_category,confidence,actual_category,latency_ms,blocked,model_version
CALL-020921,CUST-018,2025-10-02,Quartz Cloud,Germany,legitimate,legitimate,0.864,legitimate,194,false,v3.2
CALL-020922,CUST-056,2025-02-09,Northstar Mobile,Australia,legitimate,legitimate,0.814,legitimate,113,false,v3.0
CALL-020923,CUST-040,2025-03-25,Bluepeak Mobile,Canada,legitimate,legitimate,0.92,legitimate,90,false,v3.0
CALL-020924,CUST-033,2025-06-17,Alder Telecom,Ireland,legitimate,legitimate,0.992,legitimate,100,false,v3.1
CALL-020925,CUST-066,2025-02-21,Northstar Mobile,Germany,legitimate,legitimate,0.882,legitimate,92,false,v3.0
CALL-020926,CUST-089,2025-01-02,Bluepeak Mobile,Australia,legitimate,legitimate,0.942,legitimate,135,false,v3.0
CALL-020927,CUST-084,2025-06-17,Bluepeak Mobile,Germany,legitimate,legitimate,0.802,legitimate,98,false,v3.1
CALL-020928,CUST-085,2025-12-31,multi-carrier,Australia,robocall,robocall,0.802,robocall,109,true,v3.2
CALL-020929,CUST-060,2025-12-17,Northstar Mobile,Spain,fraud,fraud,0.919,fraud,179,true,v3.2
CALL-020930,CUST-003,2025-09-02,Bluepeak Bank,Netherlands,spam,spam,0.847,spam,178,true,v3.2
CALL-020931,CUST-082,2025-10-30,Bluepeak Mobile,United States,legitimate,legitimate,0.812,legitimate,76,false,v3.2
CALL-020932,CUST-017,2025-07-22,Pioneer CX,United States,legitimate,legitimate,0.931,legitimate,73,false,v3.1
CALL-020933,CUST-097,2025-02-02,multi-carrier,Australia,legitimate,spam,0.607,legitimate,126,false,v3.0
CALL-020934,CUST-029,2025-06-25,multi-carrier,United States,legitimate,legitimate,0.853,legitimate,74,false,v3.1
CALL-020935,CUST-051,2025-10-12,Bluepeak Mobile,Ireland,legitimate,legitimate,0.878,legitimate,196,false,v3.2
CALL-020936,CUST-080,2025-01-08,Alder Telecom,Canada,legitimate,legitimate,0.843,legitimate,63,false,v3.0
CALL-020937,CUST-015,2025-10-03,Nimbus Financial,France,legitimate,legitimate,0.952,legitimate,156,false,v3.2
CALL-020938,CUST-071,2025-05-21,Northstar Mobile,Canada,legitimate,legitimate,0.87,legitimate,117,false,v3.1
CALL-020939,CUST-008,2025-08-02,Granite Mobile,United States,legitimate,legitimate,0.95,legitimate,76,false,v3.1
CALL-020940,CUST-042,2025-04-19,Bluepeak Mobile,Germany,legitimate,legitimate,0.874,legitimate,113,false,v3.0
CALL-020941,CUST-057,2025-12-25,Bluepeak Mobile,France,spam,spam,0.889,spam,197,true,v3.2
CALL-020942,CUST-019,2025-12-26,Redwood Bank,United States,legitimate,legitimate,0.992,legitimate,80,false,v3.2
CALL-020943,CUST-040,2025-04-28,Bluepeak Mobile,Canada,fraud,fraud,0.78,fraud,92,true,v3.0
CALL-020944,CUST-086,2025-03-03,Bluepeak Mobile,Canada,legitimate,legitimate,0.924,legitimate,100,false,v3.0
CALL-020945,CUST-041,2025-12-28,Alder Telecom,Australia,legitimate,legitimate,0.866,legitimate,105,false,v3.2
CALL-020946,CUST-021,2025-07-19,Northstar Mobile,Netherlands,spam,spam,0.919,spam,154,true,v3.1
CALL-020947,CUST-015,2025-08-18,Nimbus Financial,France,legitimate,legitimate,0.888,legitimate,167,false,v3.1
CALL-020948,CUST-012,2025-03-30,Keystone Telecom,France,spam,spam,0.801,spam,102,true,v3.0
CALL-020949,CUST-090,2025-06-15,Northstar Mobile,Spain,fraud,fraud,0.813,fraud,97,true,v3.1
CALL-020950,CUST-027,2025-03-05,Alder Telecom,Germany,spam,legitimate,0.553,spam,115,false,v3.0
CALL-020951,CUST-012,2025-11-22,Keystone Telecom,France,legitimate,legitimate,0.873,legitimate,180,false,v3.2
CALL-020952,CUST-013,2025-07-14,Lighthouse Voice,United States,legitimate,legitimate,0.885,legitimate,67,false,v3.1
CALL-020953,CUST-029,2025-03-01,multi-carrier,United States,legitimate,legitimate,0.965,legitimate,75,false,v3.0
CALL-020954,CUST-038,2025-05-24,multi-carrier,Canada,fraud,fraud,0.807,fraud,84,true,v3.1
CALL-020955,CUST-007,2025-04-03,Fairway Financial,United States,fraud,fraud,0.811,fraud,67,true,v3.0
CALL-020956,CUST-010,2025-08-14,Ironwood Cloud,Canada,robocall,robocall,0.952,robocall,93,true,v3.1
CALL-020957,CUST-077,2025-08-15,Alder Telecom,Australia,robocall,robocall,0.87,robocall,119,true,v3.1
CALL-020958,CUST-087,2025-12-13,Northstar Mobile,Ireland,legitimate,legitimate,0.871,legitimate,149,false,v3.2
CALL-020959,CUST-021,2025-09-30,Northstar Mobile,Netherlands,spam,spam,0.793,spam,162,true,v3.2
CALL-020960,CUST-026,2025-01-18,Alder Telecom,Canada,spam,robocall,0.77,spam,83,true,v3.0
CALL-020961,CUST-088,2025-01-15,Bluepeak Mobile,Australia,spam,spam,0.922,spam,133,true,v3.0
CALL-020962,CUST-013,2025-03-10,Lighthouse Voice,United States,robocall,fraud,0.883,robocall,88,true,v3.0
CALL-020963,CUST-044,2025-04-30,multi-carrier,Australia,legitimate,legitimate,0.873,legitimate,113,false,v3.0
CALL-020964,CUST-056,2025-05-03,Northstar Mobile,Australia,fraud,fraud,0.877,fraud,129,true,v3.1
CALL-020965,CUST-054,2025-01-03,Alder Telecom,Netherlands,robocall,legitimate,0.676,robocall,98,false,v3.0
CALL-020966,CUST-021,2025-07-29,Northstar Mobile,Netherlands,legitimate,legitimate,0.99,legitimate,183,false,v3.1
CALL-020967,CUST-009,2025-07-02,Harbor CX,France,legitimate,legitimate,0.813,legitimate,122,false,v3.1
CALL-020968,CUST-081,2025-02-11,Bluepeak Mobile,Netherlands,legitimate,legitimate,0.856,legitimate,85,false,v3.0
CALL-020969,CUST-058,2025-08-31,Alder Telecom,Canada,legitimate,legitimate,0.827,legitimate,78,false,v3.1
CALL-020970,CUST-029,2025-07-12,multi-carrier,United States,spam,spam,0.868,spam,59,true,v3.1
CALL-020971,CUST-087,2025-01-20,Northstar Mobile,Ireland,legitimate,legitimate,0.834,legitimate,54,false,v3.0
CALL-020972,CUST-038,2025-01-12,multi-carrier,Canada,spam,legitimate,0.608,spam,74,false,v3.0
CALL-020973,CUST-027,2025-05-19,Alder Telecom,Germany,legitimate,legitimate,0.935,legitimate,91,false,v3.1
CALL-020974,CUST-083,2025-01-21,Alder Telecom,Canada,spam,fraud,0.853,spam,82,true,v3.0
CALL-020975,CUST-043,2025-02-01,Bluepeak Mobile,Canada,legitimate,legitimate,0.972,legitimate,100,false,v3.0
CALL-020976,CUST-075,2025-10-15,multi-carrier,Spain,legitimate,legitimate,0.902,legitimate,196,false,v3.2
CALL-020977,CUST-001,2025-12-12,Northstar Mobile,United States,fraud,robocall,0.821,fraud,91,true,v3.2
CALL-020978,CUST-069,2025-10-29,Northstar Mobile,Spain,fraud,fraud,0.767,fraud,206,true,v3.2
CALL-020979,CUST-083,2025-11-13,Alder Telecom,Canada,legitimate,legitimate,0.855,legitimate,105,false,v3.2
CALL-020980,CUST-046,2025-03-04,Northstar Mobile,Australia,legitimate,legitimate,0.866,legitimate,116,false,v3.0
CALL-020981,CUST-013,2025-03-17,Lighthouse Voice,United States,legitimate,legitimate,0.902,legitimate,73,false,v3.0
CALL-020982,CUST-004,2025-10-25,Cinder Telecom,Australia,legitimate,legitimate,0.864,legitimate,103,false,v3.2
CALL-020983,CUST-041,2025-12-29,Alder Telecom,Australia,robocall,robocall,0.8,robocall,98,true,v3.2
CALL-020984,CUST-015,2025-02-17,Nimbus Financial,France,legitimate,legitimate,0.902,legitimate,107,false,v3.0
CALL-020985,CUST-048,2025-10-22,multi-carrier,France,spam,spam,0.857,spam,155,true,v3.2
CALL-020986,CUST-022,2025-06-26,Alder Telecom,Canada,legitimate,legitimate,0.837,legitimate,103,false,v3.1
CALL-020987,CUST-076,2025-09-06,multi-carrier,Australia,fraud,fraud,0.954,fraud,103,true,v3.2
CALL-020988,CUST-024,2025-07-08,Bluepeak Mobile,Ireland,legitimate,legitimate,0.829,legitimate,124,false,v3.1
CALL-020989,CUST-004,2025-07-02,Cinder Telecom,Australia,robocall,robocall,0.959,robocall,126,true,v3.1
CALL-020990,CUST-014,2025-06-23,Meadow Connect,United States,legitimate,legitimate,0.936,legitimate,86,false,v3.1
CALL-020991,CUST-022,2025-05-08,Alder Telecom,Canada,legitimate,legitimate,0.988,legitimate,77,false,v3.1
CALL-020992,CUST-087,2025-03-22,Northstar Mobile,Ireland,legitimate,legitimate,0.962,legitimate,103,false,v3.0
CALL-020993,CUST-035,2025-06-25,multi-carrier,United States,legitimate,legitimate,0.892,legitimate,79,false,v3.1
CALL-020994,CUST-027,2025-10-04,Alder Telecom,Germany,legitimate,legitimate,0.879,legitimate,147,false,v3.2
CALL-020995,CUST-007,2025-08-11,Fairway Financial,United States,legitimate,legitimate,0.958,legitimate,77,false,v3.1
CALL-020996,CUST-086,2025-04-12,Bluepeak Mobile,Canada,legitimate,legitimate,0.949,legitimate,106,false,v3.0
CALL-020997,CUST-050,2025-04-16,Alder Telecom,Canada,robocall,robocall,0.768,robocall,90,true,v3.0
CALL-020998,CUST-083,2025-09-21,Alder Telecom,Canada,spam,spam,0.89,spam,86,true,v3.2
CALL-020999,CUST-029,2025-09-02,multi-carrier,United States,legitimate,legitimate,0.886,legitimate,84,false,v3.2
CALL-021000,CUST-081,2025-02-27,Bluepeak Mobile,Netherlands,legitimate,legitimate,0.921,legitimate,102,false,v3.0
CALL-021001,CUST-073,2025-11-23,Alder Telecom,Australia,fraud,fraud,0.9,fraud,111,true,v3.2
CALL-021002,CUST-025,2025-05-07,Northstar Mobile,United States,robocall,spam,0.938,robocall,89,true,v3.1
CALL-021003,CUST-001,2025-01-11,Northstar Mobile,United States,robocall,robocall,0.81,robocall,84,true,v3.0
CALL-021004,CUST-028,2025-09-05,Northstar Mobile,United States,fraud,fraud,0.926,fraud,85,true,v3.2
CALL-021005,CUST-090,2025-11-01,Northstar Mobile,Spain,legitimate,legitimate,0.97,legitimate,202,false,v3.2
CALL-021006,CUST-018,2025-06-20,Quartz Cloud,Germany,spam,spam,0.882,spam,121,true,v3.1
CALL-021007,CUST-049,2025-09-26,Bluepeak Mobile,United States,legitimate,legitimate,0.964,legitimate,103,false,v3.2
CALL-021008,CUST-012,2025-10-15,Keystone Telecom,France,spam,spam,0.827,spam,205,true,v3.2
CALL-021009,CUST-031,2025-04-30,Northstar Mobile,Australia,legitimate,legitimate,0.95,legitimate,91,false,v3.0
CALL-021010,CUST-042,2025-02-25,Bluepeak Mobile,Germany,spam,spam,0.823,spam,116,true,v3.0
CALL-021011,CUST-003,2025-05-02,Bluepeak Bank,Netherlands,legitimate,legitimate,0.808,legitimate,62,false,v3.1
CALL-021012,CUST-084,2025-03-28,Bluepeak Mobile,Germany,spam,legitimate,0.601,spam,95,false,v3.0
CALL-021013,CUST-073,2025-11-04,Alder Telecom,Australia,fraud,fraud,0.829,fraud,116,true,v3.2
CALL-021014,CUST-058,2025-11-01,Alder Telecom,Canada,legitimate,robocall,0.583,legitimate,91,false,v3.2
CALL-021015,CUST-013,2025-06-22,Lighthouse Voice,United States,legitimate,legitimate,0.861,legitimate,61,false,v3.1
CALL-021016,CUST-003,2025-10-27,Bluepeak Bank,Netherlands,spam,spam,0.89,spam,193,true,v3.2
CALL-021017,CUST-042,2025-06-16,Bluepeak Mobile,Germany,spam,spam,0.924,spam,109,true,v3.1
CALL-021018,CUST-081,2025-06-12,Bluepeak Mobile,Netherlands,legitimate,legitimate,0.835,legitimate,102,false,v3.1
CALL-021019,CUST-085,2025-11-25,multi-carrier,Australia,spam,spam,0.883,spam,106,true,v3.2
CALL-021020,CUST-006,2025-06-05,Everfield Connect,Ireland,legitimate,legitimate,0.835,legitimate,85,false,v3.1
CALL-021021,CUST-017,2025-02-08,Pioneer CX,United States,legitimate,legitimate,0.914,legitimate,97,false,v3.0
CALL-021022,CUST-028,2025-05-30,Northstar Mobile,United States,legitimate,legitimate,0.864,legitimate,68,false,v3.1
CALL-021023,CUST-086,2025-02-26,Bluepeak Mobile,Canada,legitimate,legitimate,0.931,legitimate,104,false,v3.0
CALL-021024,CUST-008,2025-02-19,Granite Mobile,United States,legitimate,legitimate,0.893,legitimate,88,false,v3.0
CALL-021025,CUST-048,2025-10-24,multi-carrier,France,legitimate,legitimate,0.803,legitimate,177,false,v3.2
CALL-021026,CUST-024,2025-12-04,Bluepeak Mobile,Ireland,legitimate,legitimate,0.994,legitimate,158,false,v3.2
CALL-021027,CUST-003,2025-08-20,Bluepeak Bank,Netherlands,legitimate,legitimate,0.835,legitimate,204,false,v3.1
CALL-021028,CUST-001,2025-05-07,Northstar Mobile,United States,legitimate,legitimate,0.963,legitimate,74,false,v3.1
CALL-021029,CUST-074,2025-08-11,Bluepeak Mobile,Canada,robocall,legitimate,0.615,robocall,98,false,v3.1
CALL-021030,CUST-020,2025-02-19,Summit Telecom,United States,legitimate,legitimate,0.929,legitimate,99,false,v3.0
CALL-021031,CUST-047,2025-04-20,Bluepeak Mobile,United States,spam,legitimate,0.749,spam,70,false,v3.0
CALL-021032,CUST-056,2025-12-05,Northstar Mobile,Australia,fraud,spam,0.798,fraud,114,true,v3.2
CALL-021033,CUST-046,2025-02-25,Northstar Mobile,Australia,legitimate,legitimate,0.871,legitimate,106,false,v3.0
CALL-021034,CUST-057,2025-11-04,Bluepeak Mobile,France,legitimate,legitimate,0.938,legitimate,172,false,v3.2
CALL-021035,CUST-099,2025-01-08,Alder Telecom,Spain,spam,legitimate,0.552,spam,105,false,v3.0
CALL-021036,CUST-060,2025-02-13,Northstar Mobile,Spain,legitimate,legitimate,0.97,legitimate,139,false,v3.0
CALL-021037,CUST-016,2025-12-29,Oakline Mobile,United States,legitimate,spam,0.823,legitimate,67,true,v3.2
CALL-021038,CUST-021,2025-02-21,Northstar Mobile,Netherlands,legitimate,legitimate,0.815,legitimate,99,false,v3.0
CALL-021039,CUST-053,2025-08-30,Northstar Mobile,Australia,legitimate,legitimate,0.848,legitimate,117,false,v3.1
CALL-021040,CUST-038,2025-06-27,multi-carrier,Canada,robocall,robocall,0.858,robocall,92,true,v3.1
CALL-021041,CUST-009,2025-08-08,Harbor CX,France,legitimate,legitimate,0.946,legitimate,163,false,v3.1
CALL-021042,CUST-080,2025-12-29,Alder Telecom,Canada,fraud,robocall,0.952,fraud,98,true,v3.2
CALL-021043,CUST-088,2025-01-08,Bluepeak Mobile,Australia,legitimate,legitimate,0.974,legitimate,152,false,v3.0
CALL-021044,CUST-049,2025-09-09,Bluepeak Mobile,United States,robocall,robocall,0.932,robocall,87,true,v3.2
CALL-021045,CUST-031,2025-06-01,Northstar Mobile,Australia,legitimate,legitimate,0.833,legitimate,90,false,v3.1
CALL-021046,CUST-020,2025-07-08,Summit Telecom,United States,fraud,fraud,0.812,fraud,91,true,v3.1
CALL-021047,CUST-032,2025-05-13,Bluepeak Mobile,United States,legitimate,legitimate,0.843,legitimate,104,false,v3.1
CALL-021048,CUST-022,2025-03-21,Alder Telecom,Canada,legitimate,legitimate,0.942,legitimate,86,false,v3.0
CALL-021049,CUST-080,2025-09-23,Alder Telecom,Canada,spam,spam,0.805,spam,80,true,v3.2
CALL-021050,CUST-062,2025-05-07,Northstar Mobile,Canada,legitimate,legitimate,0.901,legitimate,100,false,v3.1
CALL-021051,CUST-043,2025-11-01,Bluepeak Mobile,Canada,fraud,robocall,0.864,fraud,83,true,v3.2
CALL-021052,CUST-057,2025-02-12,Bluepeak Mobile,France,legitimate,legitimate,0.958,legitimate,114,false,v3.0
CALL-021053,CUST-086,2025-08-24,Bluepeak Mobile,Canada,robocall,robocall,0.925,robocall,109,true,v3.1
CALL-021054,CUST-015,2025-11-03,Nimbus Financial,France,legitimate,legitimate,0.958,legitimate,181,false,v3.2
CALL-021055,CUST-009,2025-11-21,Harbor CX,France,legitimate,legitimate,0.903,legitimate,176,false,v3.2
CALL-021056,CUST-001,2025-11-30,Northstar Mobile,United States,legitimate,legitimate,0.913,legitimate,75,false,v3.2
CALL-021057,CUST-021,2025-12-20,Northstar Mobile,Netherlands,legitimate,legitimate,0.892,legitimate,180,false,v3.2
CALL-021058,CUST-071,2025-06-07,Northstar Mobile,Canada,legitimate,legitimate,0.976,legitimate,88,false,v3.1
CALL-021059,CUST-005,2025-08-07,Driftwood Voice,United States,legitimate,legitimate,0.849,legitimate,77,false,v3.1
CALL-021060,CUST-033,2025-11-01,Alder Telecom,Ireland,legitimate,legitimate,0.945,legitimate,190,false,v3.2
CALL-021061,CUST-048,2025-02-11,multi-carrier,France,legitimate,legitimate,0.934,legitimate,116,false,v3.0
CALL-021062,CUST-031,2025-08-25,Northstar Mobile,Australia,robocall,fraud,0.797,robocall,119,true,v3.1
CALL-021063,CUST-010,2025-02-22,Ironwood Cloud,Canada,legitimate,legitimate,0.81,legitimate,86,false,v3.0
CALL-021064,CUST-022,2025-10-16,Alder Telecom,Canada,legitimate,legitimate,0.825,legitimate,98,false,v3.2
CALL-021065,CUST-021,2025-05-21,Northstar Mobile,Netherlands,legitimate,legitimate,0.817,legitimate,93,false,v3.1
CALL-021066,CUST-078,2025-08-26,Bluepeak Mobile,Ireland,robocall,legitimate,0.586,robocall,152,false,v3.1
CALL-021067,CUST-010,2025-04-30,Ironwood Cloud,Canada,legitimate,legitimate,0.929,legitimate,82,false,v3.0
CALL-021068,CUST-027,2025-04-30,Alder Telecom,Germany,robocall,legitimate,0.719,robocall,124,false,v3.0
CALL-021069,CUST-078,2025-01-28,Bluepeak Mobile,Ireland,legitimate,legitimate,0.962,legitimate,103,false,v3.0
CALL-021070,CUST-062,2025-12-28,Northstar Mobile,Canada,legitimate,fraud,0.852,legitimate,82,true,v3.2
CALL-021071,CUST-012,2025-10-30,Keystone Telecom,France,legitimate,spam,0.572,legitimate,179,false,v3.2
CALL-021072,CUST-037,2025-11-23,Bluepeak Mobile,Australia,legitimate,legitimate,0.827,legitimate,111,false,v3.2
CALL-021073,CUST-055,2025-01-30,Bluepeak Mobile,Australia,legitimate,legitimate,0.828,legitimate,132,false,v3.0
CALL-021074,CUST-090,2025-06-03,Northstar Mobile,Spain,legitimate,legitimate,0.823,legitimate,118,false,v3.1
CALL-021075,CUST-098,2025-03-05,Bluepeak Mobile,Canada,robocall,robocall,0.897,robocall,81,true,v3.0
CALL-021076,CUST-007,2025-01-11,Fairway Financial,United States,spam,spam,0.98,spam,71,true,v3.0
CALL-021077,CUST-011,2025-01-12,Juniper Bank,United States,legitimate,legitimate,0.935,legitimate,89,false,v3.0
CALL-021078,CUST-055,2025-01-31,Bluepeak Mobile,Australia,spam,legitimate,0.561,spam,144,false,v3.0
CALL-021079,CUST-006,2025-07-04,Everfield Connect,Ireland,legitimate,legitimate,0.988,legitimate,117,false,v3.1
CALL-021080,CUST-095,2025-12-14,Alder Telecom,Australia,legitimate,legitimate,0.966,legitimate,111,false,v3.2
CALL-021081,CUST-003,2025-06-19,Bluepeak Bank,Netherlands,legitimate,legitimate,0.956,legitimate,94,false,v3.1
CALL-021082,CUST-008,2025-08-03,Granite Mobile,United States,spam,spam,0.904,spam,81,true,v3.1
CALL-021083,CUST-005,2025-11-18,Driftwood Voice,United States,legitimate,legitimate,0.923,legitimate,56,false,v3.2
CALL-021084,CUST-028,2025-03-04,Northstar Mobile,United States,legitimate,legitimate,0.801,legitimate,78,false,v3.0
CALL-021085,CUST-028,2025-04-19,Northstar Mobile,United States,legitimate,legitimate,0.953,legitimate,85,false,v3.0
CALL-021086,CUST-066,2025-06-05,Northstar Mobile,Germany,legitimate,legitimate,0.978,legitimate,112,false,v3.1
CALL-021087,CUST-090,2025-03-02,Northstar Mobile,Spain,fraud,fraud,0.933,fraud,102,true,v3.0
CALL-021088,CUST-086,2025-07-09,Bluepeak Mobile,Canada,legitimate,legitimate,0.815,legitimate,78,false,v3.1
CALL-021089,CUST-050,2025-04-27,Alder Telecom,Canada,legitimate,legitimate,0.855,legitimate,91,false,v3.0
CALL-021090,CUST-050,2025-02-22,Alder Telecom,Canada,robocall,robocall,0.869,robocall,107,true,v3.0
CALL-021091,CUST-005,2025-08-31,Driftwood Voice,United States,spam,spam,0.83,spam,93,true,v3.1
CALL-021092,CUST-099,2025-11-15,Alder Telecom,Spain,spam,spam,0.771,spam,217,true,v3.2
CALL-021093,CUST-077,2025-09-18,Alder Telecom,Australia,spam,spam,0.984,spam,106,true,v3.2
CALL-021094,CUST-019,2025-03-03,Redwood Bank,United States,fraud,legitimate,0.542,fraud,85,false,v3.0
CALL-021095,CUST-056,2025-06-20,Northstar Mobile,Australia,legitimate,legitimate,0.843,legitimate,117,false,v3.1
CALL-021096,CUST-021,2025-11-21,Northstar Mobile,Netherlands,spam,spam,0.869,spam,198,true,v3.2
CALL-021097,CUST-006,2025-01-07,Everfield Connect,Ireland,legitimate,legitimate,0.931,legitimate,95,false,v3.0
CALL-021098,CUST-028,2025-12-13,Northstar Mobile,United States,legitimate,legitimate,0.929,legitimate,93,false,v3.2
CALL-021099,CUST-001,2025-03-07,Northstar Mobile,United States,legitimate,legitimate,0.99,legitimate,95,false,v3.0
CALL-021100,CUST-045,2025-10-24,multi-carrier,France,legitimate,legitimate,0.962,legitimate,173,false,v3.2
CALL-021101,CUST-088,2025-08-28,Bluepeak Mobile,Australia,fraud,legitimate,0.736,fraud,134,false,v3.1
CALL-021102,CUST-047,2025-03-23,Bluepeak Mobile,United States,legitimate,legitimate,0.862,legitimate,75,false,v3.0
CALL-021103,CUST-010,2025-01-02,Ironwood Cloud,Canada,legitimate,legitimate,0.821,legitimate,86,false,v3.0
CALL-021104,CUST-046,2025-12-12,Northstar Mobile,Australia,spam,spam,0.948,spam,126,true,v3.2
CALL-021105,CUST-054,2025-08-02,Alder Telecom,Netherlands,legitimate,legitimate,0.857,legitimate,165,false,v3.1
CALL-021106,CUST-093,2025-07-15,Alder Telecom,Netherlands,legitimate,legitimate,0.886,legitimate,173,false,v3.1
CALL-021107,CUST-045,2025-06-07,multi-carrier,France,legitimate,legitimate,0.847,legitimate,101,false,v3.1
CALL-021108,CUST-029,2025-08-21,multi-carrier,United States,robocall,robocall,0.848,robocall,93,true,v3.1
CALL-021109,CUST-075,2025-05-30,multi-carrier,Spain,legitimate,legitimate,0.861,legitimate,117,false,v3.1
CALL-021110,CUST-005,2025-11-15,Driftwood Voice,United States,spam,spam,0.972,spam,86,true,v3.2
CALL-021111,CUST-008,2025-05-02,Granite Mobile,United States,spam,legitimate,0.608,spam,75,false,v3.1
CALL-021112,CUST-082,2025-03-13,Bluepeak Mobile,United States,spam,spam,0.773,spam,91,true,v3.0
CALL-021113,CUST-045,2025-04-05,multi-carrier,France,spam,legitimate,0.574,spam,92,false,v3.0
CALL-021114,CUST-027,2025-04-20,Alder Telecom,Germany,legitimate,legitimate,0.821,legitimate,108,false,v3.0
CALL-021115,CUST-093,2025-05-30,Alder Telecom,Netherlands,spam,spam,0.827,spam,94,true,v3.1
CALL-021116,CUST-009,2025-12-13,Harbor CX,France,fraud,fraud,0.861,fraud,168,true,v3.2
CALL-021117,CUST-019,2025-06-06,Redwood Bank,United States,spam,fraud,0.972,spam,58,true,v3.1
CALL-021118,CUST-006,2025-02-03,Everfield Connect,Ireland,legitimate,legitimate,0.81,legitimate,103,false,v3.0
CALL-021119,CUST-001,2025-07-27,Northstar Mobile,United States,legitimate,legitimate,0.882,legitimate,87,false,v3.1
CALL-021120,CUST-079,2025-02-02,multi-carrier,Canada,spam,legitimate,0.748,spam,82,false,v3.0
CALL-021121,CUST-007,2025-07-23,Fairway Financial,United States,spam,spam,0.789,spam,73,true,v3.1
CALL-021122,CUST-002,2025-03-15,Alder Cloud,Canada,legitimate,legitimate,0.82,legitimate,111,false,v3.0
CALL-021123,CUST-027,2025-07-26,Alder Telecom,Germany,legitimate,legitimate,0.847,legitimate,181,false,v3.1
CALL-021124,CUST-084,2025-02-13,Bluepeak Mobile,Germany,spam,spam,0.965,spam,120,true,v3.0
CALL-021125,CUST-078,2025-01-03,Bluepeak Mobile,Ireland,spam,legitimate,0.698,spam,73,false,v3.0
CALL-021126,CUST-034,2025-06-23,Northstar Mobile,Canada,legitimate,legitimate,0.915,legitimate,76,false,v3.1
CALL-021127,CUST-020,2025-08-13,Summit Telecom,United States,spam,spam,0.785,spam,98,true,v3.1
CALL-021128,CUST-051,2025-06-01,Bluepeak Mobile,Ireland,legitimate,legitimate,0.994,legitimate,99,false,v3.1
CALL-021129,CUST-088,2025-01-26,Bluepeak Mobile,Australia,robocall,robocall,0.82,robocall,139,true,v3.0
CALL-021130,CUST-005,2025-10-02,Driftwood Voice,United States,legitimate,legitimate,0.964,legitimate,89,false,v3.2
CALL-021131,CUST-035,2025-07-10,multi-carrier,United States,fraud,fraud,0.795,fraud,86,true,v3.1
CALL-021132,CUST-042,2025-01-10,Bluepeak Mobile,Germany,fraud,fraud,0.827,fraud,115,true,v3.0
CALL-021133,CUST-041,2025-05-22,Alder Telecom,Australia,legitimate,legitimate,0.894,legitimate,138,false,v3.1
CALL-021134,CUST-019,2025-08-18,Redwood Bank,United States,spam,robocall,0.951,spam,97,true,v3.1
CALL-021135,CUST-033,2025-06-07,Alder Telecom,Ireland,spam,spam,0.923,spam,117,true,v3.1
CALL-021136,CUST-082,2025-03-02,Bluepeak Mobile,United States,legitimate,legitimate,0.836,legitimate,81,false,v3.0
CALL-021137,CUST-038,2025-02-05,multi-carrier,Canada,legitimate,legitimate,0.974,legitimate,80,false,v3.0
CALL-021138,CUST-012,2025-07-03,Keystone Telecom,France,spam,spam,0.794,spam,93,true,v3.1
CALL-021139,CUST-007,2025-11-05,Fairway Financial,United States,spam,spam,0.772,spam,104,true,v3.2
CALL-021140,CUST-047,2025-08-12,Bluepeak Mobile,United States,legitimate,legitimate,0.807,legitimate,76,false,v3.1
CALL-021141,CUST-098,2025-01-25,Bluepeak Mobile,Canada,legitimate,legitimate,0.837,legitimate,88,false,v3.0
CALL-021142,CUST-067,2025-12-26,Northstar Mobile,Australia,legitimate,legitimate,0.834,legitimate,121,false,v3.2
CALL-021143,CUST-049,2025-03-18,Bluepeak Mobile,United States,legitimate,legitimate,0.805,legitimate,65,false,v3.0
CALL-021144,CUST-010,2025-02-15,Ironwood Cloud,Canada,robocall,legitimate,0.528,robocall,91,false,v3.0
CALL-021145,CUST-086,2025-08-04,Bluepeak Mobile,Canada,spam,spam,0.867,spam,81,true,v3.1
CALL-021146,CUST-064,2025-05-03,multi-carrier,Australia,spam,legitimate,0.735,spam,134,false,v3.1
CALL-021147,CUST-051,2025-08-24,Bluepeak Mobile,Ireland,legitimate,legitimate,0.959,legitimate,153,false,v3.1
CALL-021148,CUST-057,2025-11-14,Bluepeak Mobile,France,legitimate,legitimate,0.917,legitimate,151,false,v3.2
CALL-021149,CUST-024,2025-07-12,Bluepeak Mobile,Ireland,legitimate,legitimate,0.856,legitimate,83,false,v3.1
CALL-021150,CUST-075,2025-01-09,multi-carrier,Spain,spam,spam,0.804,spam,122,true,v3.0
CALL-021151,CUST-071,2025-05-31,Northstar Mobile,Canada,legitimate,legitimate,0.819,legitimate,111,false,v3.1
CALL-021152,CUST-043,2025-08-12,Bluepeak Mobile,Canada,legitimate,legitimate,0.897,legitimate,104,false,v3.1
CALL-021153,CUST-080,2025-11-11,Alder Telecom,Canada,spam,spam,0.969,spam,99,true,v3.2
CALL-021154,CUST-054,2025-03-01,Alder Telecom,Netherlands,legitimate,legitimate,0.912,legitimate,114,false,v3.0
CALL-021155,CUST-091,2025-11-03,multi-carrier,Australia,spam,legitimate,0.733,spam,119,false,v3.2
CALL-021156,CUST-072,2025-05-21,Bluepeak Mobile,France,legitimate,legitimate,0.964,legitimate,92,false,v3.1
